"appid","average_playtime","owners"
587790,318,150000
587810,289,75000
587830,143,350000
587860,55,150000
588050,285,10000
588090,263,75000
588100,448,35000
588180,47,75000
588240,301,150000
588410,26,10000
588420,232,150000
588430,1116,3500000
588560,152,10000
588650,1006,1500000
588690,346,35000
588730,312,10000
588950,116,75000
588970,311,75000
589160,10,10000
589290,1560,150000
589320,18,35000
589360,1871,150000
589420,278,75000
589590,114,150000
589770,256,75000
589780,101,350000
589870,207,750000
590380,1277,350000
590690,19,35000
591010,280,35000
591080,271,35000
591420,338,150000
591560,262,350000
591740,144,750000
591950,314,35000
591960,31,350000
592200,422,35000
592890,3,75000
593200,29,35000
593210,13,10000
593280,341,150000
593290,268,150000
593600,220,350000
593620,16,35000
593850,70,10000
594160,327,75000
594300,3,10000
594490,4,10000
594570,4721,1500000
594650,991,1500000
594720,244,150000
594750,8,10000
595140,477,150000
595430,14,35000
595440,185,150000
595460,413,350000
595480,312,35000
595520,221,150000
595640,264,35000
595770,36,10000
595780,299,10000
596280,111,10000
596590,216,150000
596650,2860,150000
596690,297,75000
596870,268,75000
596940,9,150000
597110,243,150000
597150,232,75000
597170,296,150000
597220,441,350000
597230,250,10000
597840,2129,75000
597990,186,10000
598060,146,10000
598440,125,35000
598450,5,35000
598470,179,350000
598490,84,10000
598530,9,75000
598700,348,150000
598810,54,75000
599090,502,75000
599100,332,150000
599140,837,350000
599390,82,350000
599460,350,150000
599560,321,10000
599750,406,75000
600120,1,75000
600210,219,35000
600310,309,35000
600370,28,75000
600440,13,10000
600450,290,150000
600460,341,10000
600630,67,75000
600720,522,10000
600750,2473,75000
601010,238,150000
601150,916,1500000
601180,315,75000
601280,299,150000
601340,248,75000
601430,1299,150000
601510,864,1500000
601540,131,10000
601570,243,10000
601640,220,10000
601650,267,150000
601930,271,75000
602170,265,10000
602520,317,350000
602790,272,10000
602890,225,350000
602910,283,10000
602930,10603,35000
602940,256,75000
603030,244,35000
603040,309,150000
603060,246,10000
603090,242,35000
603130,91,10000
603150,228,35000
603190,15655,35000
603220,253,75000
603260,43,35000
603360,424,150000
603370,429,350000
603460,10,10000
603530,279,35000
603700,298,10000
603750,212,150000
603810,52,10000
603850,957,150000
603860,505,35000
603890,304,35000
603960,80,35000
604010,307,35000
604040,338,35000
604060,5,10000
604170,276,10000
604450,78,75000
604490,22,75000
604500,359,350000
604780,212,75000
604830,221,75000
605220,259,35000
605500,2098,150000
605510,502,35000
605530,299,150000
605610,29,75000
605910,771,350000
606050,229,35000
606150,819,150000
606280,1716,150000
606330,256,75000
606690,44,35000
606730,374,150000
606800,5442,350000
606890,175,10000
607050,156,75000
607200,119,350000
607260,20,350000
607270,218,150000
607440,308,150000
607660,63,10000
607880,76,35000
607890,605,150000
608390,276,150000
608540,265,35000
608560,276,150000
608630,332,35000
608660,261,35000
608800,67,350000
608830,211,150000
608990,2,75000
609100,305,35000
609320,179,150000
609490,247,75000
609940,73,150000
610080,1058,750000
610130,220,150000
610180,50,150000
610310,15,10000
610360,187,75000
610390,271,75000
610410,11,10000
610560,344,10000
610670,387,350000
610780,249,75000
610810,91,75000
610840,241,35000
610930,222,150000
610960,890,35000
611120,10,150000
611160,25,35000
611350,20,35000
611500,754,750000
611660,161,150000
611670,140,150000
611780,302,35000
611790,313,150000
611960,309,35000
611980,140,35000
612020,213,350000
612070,36,75000
612110,130,75000
612250,366,75000
612310,166,10000
612470,100,75000
612590,3,35000
612610,7,35000
612880,921,750000
613010,269,350000
613100,520,750000
613190,439,10000
613470,443,10000
614030,372,10000
614460,243,150000
614570,891,350000
614630,1866,10000
614660,326,35000
614950,90,10000
615090,412,10000
615400,3,35000
615610,52,150000
615670,42,10000
615970,316,35000
616030,274,75000
616110,230,75000
616220,16,350000
616250,982,35000
616360,454,150000
616560,677,350000
616720,55,75000
617160,12,75000
617170,304,75000
617420,7,35000
617440,6,35000
617710,309,75000
617830,102,150000
618080,97,75000
618120,289,150000
618510,178,35000
618540,210,35000
618720,139,35000
618740,173,10000
618950,215,10000
619340,433,150000
619400,214,150000
619470,15,10000
619520,414,35000
619550,2,10000
619700,22,10000
619740,408,75000
619780,542,75000
619880,237,35000
619890,302,75000
619910,74,350000
620080,571,10000
620130,302,35000
620190,25,10000
620210,513,10000
620240,289,75000
620310,424,35000
620530,335,35000
620590,519,75000
620980,1204,350000
621060,2021,350000
621150,236,35000
621530,253,75000
621880,73,75000
622040,7,35000
622170,28,75000
622370,23,35000
622440,1,10000
622530,242,35000
622650,38,750000
622720,135,35000
622820,287,35000
622920,249,35000
623310,16,10000
623550,304,75000
623580,276,75000
623840,12,75000
623940,243,350000
624090,19379,1500000
624120,1178,35000
624460,8,75000
625370,302,35000
625430,49,150000
625470,17,150000
625950,190,35000
626010,396,75000
626510,252,10000
626680,43,350000
626690,1413,350000
627270,103,350000
627620,24,150000
627690,8508,750000
627950,248,350000
628070,1336,35000
628340,257,75000
628400,313,35000
628440,1,75000
628520,285,35000
628580,622,10000
628750,255,150000
628760,271,350000
628770,24,35000
628840,412,75000
628850,120,35000
629380,294,350000
629440,324,10000
629730,12,75000
629910,2259,150000
630100,1492,1500000
630310,299,10000
630720,54,10000
631010,341,150000
631510,125,75000
631530,433,35000
631980,38,10000
632070,283,35000
632300,43,35000
632350,59,150000
632360,1455,1500000
632880,84,10000
633110,478,35000
633130,129,150000
633230,417,75000
633350,213,35000
633460,94,150000
633880,288,35000
634200,374,35000
634230,302,35000
635000,396,10000
635250,100,35000
635260,608,150000
635320,116,150000
635730,135,350000
635880,209,150000
636040,232,350000
636100,131,35000
636150,282,350000
636370,301,35000
636470,233,75000
636480,2095,350000
637090,1641,750000
637650,851,750000
637670,244,75000
637850,308,350000
638070,274,750000
638110,11,150000
638680,273,35000
638690,285,10000
638970,1255,350000
639170,517,75000
639780,143,75000
639790,167,350000
640150,45,150000
640380,21,35000
640820,1642,350000
641080,1281,35000
641960,157,35000
641990,674,750000
642580,6,10000
643270,25,350000
643880,762,35000
643980,6,35000
644080,82,10000
644100,277,35000
644290,23,35000
644540,244,75000
644560,281,750000
644570,221,350000
644930,1712,750000
645090,170,75000
645260,34,350000
645480,9,150000
645630,724,750000
645710,9,10000
645730,1711,10000
645820,1,10000
646100,10,35000
646200,178,75000
646270,465,35000
646570,3034,1500000
646600,14,35000
646910,2029,350000
647830,114,75000
647960,834,150000
648120,240,150000
648350,1201,750000
648390,30,350000
648430,378,350000
648800,826,750000
649600,33,10000
649900,11,150000
650000,122,150000
650220,93,75000
650490,5,10000
650700,8,350000
651090,1,75000
651660,195,10000
652950,99,35000
652980,26,350000
653530,160,150000
654050,16,35000
654440,17,35000
654850,8,35000
654880,230,350000
654900,25,35000
654990,282,75000
655100,78,10000
655160,1,75000
655280,2,10000
655470,1,10000
655550,3,150000
655620,1,10000
655790,757,35000
656090,178,35000
656200,319,150000
656370,25324,35000
656610,48,10000
657090,161,10000
657200,169,750000
657280,38,10000
657590,2,10000
657630,28,10000
658470,4,35000
658560,110,75000
658570,16,350000
658850,156,75000
658980,489,35000
659190,54,35000
659460,213,10000
660880,7,150000
661740,1,10000
661920,44,10000
661990,75,10000
662560,2,10000
662640,1,10000
663090,44,150000
663390,346,75000
664180,1469,35000
664320,116,10000
665180,234,350000
665360,256,350000
665490,2,150000
666020,21,35000
666100,158,10000
666140,2094,750000
666220,41,750000
666250,6,10000
666260,1,10000
666860,2991,350000
667720,168,150000
667870,513,150000
667890,130,750000
668170,15,150000
668630,486,750000
669050,3,150000
669320,962,10000
669580,35,150000
669600,3,10000
670160,233,10000
670290,106,350000
670430,2,10000
671440,853,75000
671510,503,150000
671800,75,35000
672630,14,35000
672680,219,350000
672730,612,75000
673000,17,35000
673050,64,10000
673070,4,150000
673130,278,35000
673430,28,35000
673560,9,150000
673750,518,10000
673950,35,150000
674020,364,350000
674400,21,350000
674520,24,35000
674750,172,150000
674940,584,3500000
675010,527,350000
675240,2864,10000
675260,629,350000
675630,10,75000
676770,52,75000
676820,120,75000
677120,45,150000
677160,236,150000
677340,142,35000
677880,6,10000
678190,25,35000
678230,9,10000
678670,1,10000
678800,40,750000
678950,3020,350000
679300,8,10000
679750,93,10000
680120,25317,10000
680320,177,350000
680360,248,150000
680860,118,10000
681070,12661,35000
681660,5598,350000
682130,1016,75000
682450,90,10000
682480,138,10000
682530,82,10000
683830,205,35000
684270,70,10000
684410,283,350000
684720,9,10000
685310,104,75000
685340,714,10000
685680,221,10000
685690,140,10000
685790,1,10000
685950,1,10000
686190,237,150000
686200,39,35000
686260,17,150000
686340,1,35000
686600,18,35000
687260,433,35000
687280,1,75000
687480,25322,10000
687510,2,10000
687650,5,10000
687850,58,75000
687920,483,35000
688470,759,350000
688480,349,35000
689090,54,35000
689750,49,10000
689910,133,10000
690060,40,35000
690510,617,350000
690530,3958,350000
690610,61,75000
690790,104,75000
690830,219,75000
691020,91,350000
691150,644,150000
691320,869,35000
691450,1117,35000
691730,95,75000
692030,3736,10000
692920,48,75000
695970,8,10000
696360,228,10000
696370,463,750000
696400,1,10000
696480,20,150000
697930,1,10000
698330,20,10000
698780,162,3500000
699240,1,10000
699920,31,10000
700030,77,75000
700330,216,3500000
700470,187,35000
702110,109,10000
702200,3,10000
702320,3,75000
702810,7,350000
702890,2721,75000
703700,136,150000
703940,2,75000
703950,14,150000
704040,3,75000
704230,211,35000
704270,187,75000
704450,65,150000
704460,1,10000
704490,1,10000
704500,1,10000
704850,133,150000
705070,1,10000
705120,127,150000
705220,229,350000
705670,1,10000
705810,437,35000
707010,2951,75000
707380,1,10000
707680,17,150000
708340,300,35000
708940,3,10000
709220,2,10000
709410,128,10000
709770,7,10000
709780,6,10000
709820,1,10000
709840,90,10000
709870,18,10000
710270,8,10000
710610,23,10000
711070,2,10000
711150,1,10000
711660,245,150000
711810,39,350000
711990,139,150000
712050,69,150000
712100,279,150000
712840,83,150000
713600,330,10000
713680,6,10000
714010,40,350000
714020,5185,75000
714620,13,10000
714670,3,10000
715010,47,10000
715650,17,10000
716490,26,35000
716710,264,35000
716870,40,10000
717640,200,75000
718320,13,35000
718330,2,10000
718670,13,350000
719640,1,75000
719720,1,35000
719730,223,35000
720250,139,35000
720280,279,150000
721030,528,75000
722060,525,35000
722230,180,10000
722240,1,10000
722730,1,10000
722960,224,10000
723780,556,750000
723790,11,150000
724430,3,35000
724470,2741,10000
725040,2,10000
725480,290,75000
725680,42,10000
726170,10,10000
726360,38,35000
726390,93,75000
726910,54,150000
726990,239,75000
727390,6,10000
727530,29,10000
728540,80,350000
728730,970,350000
728880,359,350000
728990,1,10000
729040,408,150000
729330,39,35000
730310,188,1500000
730620,382,10000
730820,1,75000
730830,66,35000
731490,3530,150000
731770,6,35000
732110,263,150000
732430,87,350000
732730,190,150000
732840,28,10000
733070,157,150000
733480,24,75000
733790,505,35000
733990,350,75000
734570,95,10000
734580,23,350000
734750,439,350000
735280,1935,10000
735410,9,10000
735520,56,10000
735570,3,75000
735850,131,150000
736190,652,1500000
736220,607,150000
736260,32,75000
736430,15,10000
736810,1,35000
736850,281,10000
737800,3824,150000
738060,100,1500000
738430,1,10000
738520,345,75000
738530,21,35000
738540,9848,35000
739000,143,150000
739350,1,35000
739960,1,35000
739990,1,10000
740570,17,10000
741450,4,35000
741930,1,10000
742120,2622,150000
742230,4,10000
743090,77,350000
743370,664,350000
743390,196,10000
743450,265,150000
743640,3,10000
744010,4,10000
744190,274,75000
744520,1,35000
744810,8,150000
745670,1,10000
745740,1,10000
745830,11,10000
745850,751,10000
745880,413,75000
746010,3,10000
746400,18,10000
746910,43,75000
746920,3,35000
749510,2,10000
749520,9,10000
749960,107,10000
750470,77,10000
750920,672,750000
751690,3,35000
751780,587,150000
752570,302,10000
753420,951,150000
753610,14,35000
754350,83,75000
754530,39,75000
754540,3,10000
755630,7,10000
755770,7,150000
755790,736,3500000
757130,11,150000
757240,26,150000
758190,2638,350000
758330,105,35000
758500,315,10000
758530,15,75000
758980,44,35000
760060,301,150000
760930,217,10000
761600,56,10000
761620,689,75000
761630,1,35000
761890,448,150000
763410,43,350000
763740,1,10000
764030,1448,150000
764490,1,10000
765640,310,10000
765710,103,150000
765870,1048,10000
766040,5,10000
766280,310,10000
766370,103,35000
766570,5647,750000
767560,32,750000
767690,11,35000
768100,159,75000
768510,2,35000
769920,181,150000
770070,44,10000
770460,3,75000
770500,8,75000
771060,50,75000
771310,21,35000
771410,6,10000
771460,21,10000
772070,1,75000
773240,45,35000
773390,57,10000
773951,1243,350000
774091,571,75000
774441,9,10000
774461,108,75000
775220,1564,150000
775690,17,10000
775940,282,35000
776320,1,10000
776490,672,150000
776720,3,10000
777770,399,10000
778420,1,75000
778610,177,75000
778700,105,350000
778840,156,10000
778910,9,10000
779250,4,10000
779640,140,35000
779650,22,75000
780120,37,35000
781440,9,150000
781610,4,10000
782660,13,35000
783050,15,75000
783240,7,150000
783810,97,35000
784000,2,10000
784940,15,10000
784950,11,150000
785130,1,35000
785740,386,75000
786370,1,35000
786520,1687,150000
787040,258,10000
787450,65,150000
787860,1164,750000
787960,27,10000
788130,187,75000
788690,606,10000
788770,41,350000
788880,55,350000
788910,15,75000
790600,54,75000
790710,251,150000
790740,162,35000
790790,1,35000
791350,13,35000
791590,262,10000
791930,46,350000
792100,264,35000
793350,3,75000
793690,60,10000
793760,45,10000
794260,1373,150000
794600,106,750000
794800,760,10000
794820,30,35000
794920,2,10000
795100,66,350000
796440,1,10000
798280,1,35000
798380,1,35000
798420,72,350000
799070,193,75000
799120,3,10000
799860,4,150000
800530,29,10000
801630,168,35000
801880,343,35000
802200,26,350000
803030,12,75000
803360,6,10000
803600,414,35000
803980,99,35000
805570,1,10000
805850,102,350000
806470,392,10000
806610,1,10000
806970,11,10000
808450,3,10000
809960,46,1500000
810200,9,10000
810670,1,35000
811270,9,10000
812140,3151,1500000
813700,163,10000
813820,360,3500000
814380,2059,3500000
814480,50,35000
814540,80,75000
815240,1,35000
815370,663,150000
816020,338,75000
816090,133,35000
816340,554,75000
817680,17,10000
819480,22,10000
820730,648,10000
820750,1,75000
820770,38,35000
822760,393,10000
822930,288,10000
822990,96,10000
823130,478,1500000
823160,4,10000
823360,9,10000
823580,353,10000
824710,5,10000
825310,12,35000
825580,20,10000
826600,226,35000
827640,8,35000
827890,1,10000
828070,153,35000
828150,5,10000
831480,1,35000
831560,1207,75000
831570,304,10000
832720,55,10000
833290,37,10000
833910,201,10000
834530,1225,75000
834910,2755,1500000
835860,291,750000
836260,30,10000
836480,1294,75000
836940,2,35000
837390,1,10000
837640,5,10000
838270,4,10000
838310,122,75000
838350,1270,3500000
838380,57,35000
839890,4,10000
840140,828,75000
841140,9,10000
841350,5,10000
841370,2901,350000
842250,145,10000
842420,4,75000
843380,222,35000
843500,60,10000
844380,10,75000
844750,1,10000
844850,18,10000
844930,57,75000
845070,68,750000
845760,3,10000
845880,67,35000
846470,68,35000
847370,300,75000
848300,47,10000
848350,105,35000
848450,229,350000
850450,200,10000
850790,1,10000
850910,347,35000
851100,158,150000
851650,14,35000
851670,691,10000
851810,91,35000
851890,539,10000
851930,27,10000
853380,458,150000
857340,11,35000
857940,54,35000
858060,9,75000
858810,667,350000
860650,6,10000
860910,86,35000
860950,162,75000
861920,49,35000
862320,1,10000
862690,17,150000
863550,636,7500000
863570,223,35000
864060,8,10000
864920,4,10000
865090,18,35000
866510,213,75000
868360,14,75000
869760,58,350000
870290,178,35000
871720,128,750000
872790,3865,350000
873240,32,35000
873290,384,10000
873980,3,10000
874240,129,350000
876330,686,150000
878380,8659,75000
878580,1,10000
878750,77,350000
879160,639,350000
880940,211,150000
880950,1,35000
882710,568,10000
882790,950,150000
882960,19,35000
883710,841,1500000
884660,130,1500000
885140,380,35000
886040,35,35000
889480,123,10000
889510,84,10000
892420,43632,35000
892650,30,10000
893030,21,35000
893180,355,35000
893520,459,750000
893680,190,10000
895920,9,10000
897330,1541,350000
897820,128,75000
899440,1373,75000
899970,206,75000
904540,1075,10000
907270,88,150000
909080,82,350000
910880,124,10000
911400,80,75000
914620,3925,150000
915580,375,75000
919370,5,10000
921060,129,350000
921590,285,350000
921630,760,150000
921710,70,10000
923810,86,10000
926140,51,10000
927270,229,10000
927890,31,75000
929860,3,75000
930780,73,10000
931500,475,35000
932850,75,35000
933450,14,35000
935270,434,75000
935880,353,10000
936530,177,10000
939400,75,35000
939960,1597,150000
942970,98,350000
950100,106,350000
952040,85,35000
955900,4164,350000
960090,2819,350000
963690,13,75000
963710,59,10000
964470,50,75000
966530,28,10000
967050,117,75000
967250,160,150000
967490,8,35000
968790,592,10000
969880,53,10000
973760,3967,150000
975270,2,10000
977570,3,10000
977950,180,150000
984560,1100,10000
991780,6332,350000
992300,36,75000
992740,75,10000
994220,162,10000
994280,614,150000
995460,816,35000
998930,7,35000
1000080,16,10000
1004240,9,35000
1008710,7,75000
1012710,88,10000
1014440,6,10000
1020340,17,10000
1020820,43,35000
1031480,154,10000
1043180,12,75000
1051310,347,10000
